@relation imdb-sentiment-2011-weka.filters.unsupervised.instance.Resample-S1-Z50.0-weka.filters.unsupervised.instance.Resample-S1-Z10.0-no-replacement-V-weka.filters.unsupervised.instance.Resample-S1-Z10.0-no-replacement-V

@attribute Text String
@attribute reviewLaenge NUMERIC
@attribute satzZeichenAnzahl NUMERIC
@attribute informationsDichte NUMERIC
@attribute class-att {pos,neg}

@data
'displeasure poor spite beautiful exquisite fabulous excessive plot twists begging lead failed pompous poorly notpoor ',956,7,0.12238493723849372,neg
'like notentertaining bizarre stunning enjoy obscure like work like strange bizarre killed inhuman torture rape murder not',737,15,0.16417910447761194,pos
'like racist lead dont balanced notlike didnt bad racist redeeming unable empathize didnt racist notraped ',1161,10,0.09043927648578812,neg
'exceeds terrible loss notbackwoods like notupset stumbled guilty awful hard awful funny scary ',1072,31,0.08768656716417911,neg
'evil evil kills worried falls falls notevil kill poor fails obscure notodd great dull improves spectacular decent great killed inconsistencies like kills indiscriminate killing kill reasonably well decent excited scary dont darkness falls best well great notbad unusually didnt annoying modern cheap odd notpretty poor ',3455,20,0.09232995658465991,neg
'beautiful excellent ruined bad loser upset boring illogical notendear destroy ',637,9,0.12244897959183673,neg
'bad funny funny funny bad scowl hilarious scary realistic bad perfect bad gold ',661,9,0.11951588502269289,neg
'notwaste notgood redeeming notlonesome incoherent plot notlaughable reputable strangest ',750,12,0.11733333333333333,neg
'forbidden fiction precious notgem tempest remarkable breakthrough notincredible amazing primitive dont better skill attack intelligent impressive led killing invisible invisible fascinating forbidden useful good unforgettable monster beastly complex excellent great relief extraordinary beautiful funny well stiff horrible notinspiration fine thoughtful fiction classy entertaining ',3575,20,0.10685314685314685,pos
'dying mysterious dick strange wont classic enjoyed notsorry respectfully disagree classic notenjoyed slow work pretty bland fairly great plot interesting difficult ',935,10,0.1754010695187166,neg
'criticized bad sucks sacrificed liked sucks dont ',666,14,0.07357357357357357,neg
'trapped desert relentlessly mercilessly protests dark trapped desperately pretty fails miserably weak master craven wonder happy bitterly like boring crap ',1126,16,0.13765541740674955,neg
'liked amazing exciting notperfect good enough incredibly cool liked lead notgood damn ',684,12,0.12573099415204678,pos
'obsession pure mindless lavishly like plot nefarious delectable unparalleled notevil heartbreaking work sadly lost mindless fast-paced dazzling classic top guilty ',1610,10,0.10124223602484472,pos
'love good loved dont 3 crashed didnt ',574,11,0.06445993031358885,pos
'talented great well like dark worth ',317,5,0.11356466876971609,pos
'well inferior enjoy like like brilliant cute falls silly terrific supporting best silly unable unfortunate talent lackluster notrecommend fans ',709,6,0.2016925246826516,neg
'stereotypical nice pretty popular rebellious great dumb annoying love best confident pity favorite hate loyal freak regret blame good perfect rebellious great better pretty freaking loves right notinteresting humor fun hard enjoy good boring lame overweight stylish humor taint dont didnt ',2964,44,0.0975033738191633,neg
'promising 2 clearly garbage didnt 3 bad ',517,6,0.07736943907156674,neg
'fall killing debts perfect playful humor ironic plot worst 1 poor like ',1365,5,0.05201465201465202,pos
'pretty enough magical magical dynamic celebration didnt enough magical notstrange pleasure sensitive beauty cry favorite notenough beauty worked like assurance work notdie fooled notconfused dissonance haunt genius greatest genius fiction kill ',3780,44,0.06455026455026455,pos
'worse mindless dump break plot ridiculous ridiculous convincing like like bad bad hero convincing likes boring ',971,15,0.11431513903192585,neg
'creepy solid terror spite killed dumb refreshing plot amazingly dead spooky demonic like dead slaughtered ignore like like nervous notweird warning foreboding mysteriously decrepit enough enjoy like decrepit crooks notcheap demise dies nice creepy fails dead rough dead like flounder dead dead bright dead stolen crooks well horrific dull crooks like hell like hell dead demonic growl lost ',5414,55,0.07203546361285557,neg
'sarcastic well well craziness pretty pretty notdark humour well drunken likes kill generous 3 ',1236,11,0.07605177993527508,neg
'laughable enough attack knock drag steal punch kill worse hard gem best notdamage ',1078,31,0.07606679035250463,neg
'bad 2 worst clunky dont charming dangerous rogue funny joke conflict plot believable unfortunately charming funny work funny stupid good charming homage ',1501,12,0.10193204530313124,neg
'sublime surreal interesting slowly threat danger abyss intense fragile ',785,4,0.09044585987261146,pos
'annoying attacks cruel abused silly ruins spoiled ',553,10,0.09041591320072333,neg
'complaints racism sanctimonious correct racism hilarious leads infuriating not',640,6,0.121875,pos
'important blockbuster confusing loved hilarious zombie crash didnt significant breaking zombie hated good ',1323,30,0.0801209372637944,neg
'like amusing decadent futuristic peculiar notbad well like didnt like death cheap plot great like death dead shortcomings ',863,9,0.1413673232908459,pos
'entertaining engrossing joyous strong cripples addicts unable properly wasted thankless magnificent golden impressive heartbreaking colorful exciting beautifully exquisitely works worth ',1800,12,0.10333333333333333,pos
'ironically controversy doubts best award appropriate impressive reliably glorious victory humiliating defeat appealing sneak terrific better patient enough authentic oddly enough good morality hardship well available cold sharp led fall concerns failed fruitful led rough downer revolt doomed lead didnt friendly celebratory upbeat leading victory led fall work fateful diplomatic fame harsh cruel slogging sick tyranny stronger good impressive unfinished ill-fated love vanity radical successful slog clear slogging notclear luck good ',4997,34,0.1072643586151691,pos
'fairly stylish notclueless badly hopeless like notinteresting free ',824,15,0.08131067961165049,neg
'right fantastic creepy dark depressed suicidal bothers strange enjoy well interesting trust not',833,10,0.11404561824729892,neg
'interesting pretty strange creepy wasting better nice 3 10 ',647,7,0.09119010819165378,neg
'right worth funny interesting notcheated cute intelligence hot smoke hot fans like works best consistently funny good unhealthy obsession hilarious annoying supporting like dont awful obsession intelligence crush pretend good ',1958,24,0.11542390194075587,neg
'humble best critics sadly failed well work notdetract excellent great not',714,8,0.10224089635854341,pos
'exceptionally well darling peculiar paramount darling hopelessly like lush breathtaking ridiculous dead astoundingly boring spectacular like vulgar sadly crashed appreciated excellent sublime mature killed like notparamount clear abyss uncertain clear popular failed clear thank paramount love gangster ready recover ',2265,52,0.13995584988962473,neg
'improve mediocre proves realistic nothurt willing risk wonderful ',626,4,0.10383386581469649,pos
'problem pretty crime disturbed wonder brutally death sorry incredibly bad excellent hopelessly infamous free pretty good ',889,11,0.1361079865016873,pos
'badly better worst problem polished believable woefully jarring awful slave fine notinconsistent better good desirable pale desirable bothered appropriate talented great respect appropriate skilled good fun appropriate good decent ',1512,13,0.1527777777777778,neg
'addict work love love nice clever notpopular great ',525,8,0.09714285714285714,pos
'clearly proves lack fast obnoxious ready notlacked worth like vague not',1067,13,0.06654170571696345,neg
'awkward cheesy notkill right horrendous boring ',653,19,0.07197549770290965,neg
'hilarious beautifully bad enthusiastic best won favorite clear love clearer superb brilliant fantastic compassion wisdom perfect hard ',755,8,0.17748344370860927,pos
'redeem dumbfounded 1 bad 2 wasted faith bad lose dont bother poorly poorly poorly bad qualify didnt worst worse ',867,20,0.12918108419838523,neg
'best excellent marvelous rough nicely ',339,4,0.11209439528023599,pos
'notshabby stunning handsome opposition stumbles unspeakable dont apocalyptic spooky intrude problem extraordinary rapport die hard spiritual complex satisfying elegant beautiful like disappointing convincing miracles dont pretty good important great like mad like like not',2880,49,0.09444444444444444,pos
'notglory worth excellent bad screwed drunk bellicose top like like bad realistic awful blame well notexceptional bizarre didnt work well hopelessly fine romantic awful wreck disliked good brilliant ',2061,21,0.09606986899563319,neg
'bad blow blow not',261,2,0.06513409961685823,neg
'didnt plot like ridiculous astonished variety devoid like scum alienate doubt prefer notviolent gangster bizarre like austere entertaining astonished didnt astonish sinking didnt like ',1929,12,0.09538621047174702,neg
'good touted finer worthy cruel joke nice joke respectable trashy pride prejudice sorry dont ',1083,11,0.08494921514312095,neg
'bad worst work notlaughable masterpiece well stupid dead ',491,13,0.11608961303462322,neg
'reasonably good scary terrible embarrassingly 10 entertaining questionable loud scolding notimpress successfully poor ',934,10,0.12633832976445397,neg
'worse dragged fun plot death dont like died best upset stealing works awful horrendous lack hated bad splendidly like better horrible bad bomb notcoherent frustration abysmal heartwarming erase ',1695,29,0.11445427728613569,neg
'sick fever mysterious desolate dark unknown danger idyllic danger haunting works hard work successfully darkness usurp wisely expertly sloppy notlike falter mastery ominous lonely gem ',1801,19,0.10216546363131594,pos
'well trashy assassin cool fine like assassin creaking bad best hard ridiculous better dead loving cool succeeds funny like good like terrible fall good ',974,18,0.15605749486652978,neg
